1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,4,3,0,2,0,2,0,0,1,0,0,0,0,4,54,3212,4,0,1,0,0,1,0.546391753,1998.5,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,2,0,1,0,1,0,0,0,0,0,0,0,3,56,45820,3,0,1,0,0,1,0.452380952,7455,0
1,0,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,20018,3,1,2,0,1,2,1,11194.5,0
3,1,1,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0,1,0,2,1,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,3,1,1603,3,0,5,0,0,1,1,414.25,0
3,1,1,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,2,0,1,1,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1521,3,0,5,0,0,1,1,415,0
3,1,1,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,1,0,1,1,1,2,2,1,0,1,0,1,0,0,0,0,0,0,0,3,1,1514,3,0,5,0,0,1,1,399.5,0
2,0,1,0,1,0,0,0,0,1,2,2,3,1,0,0,0,0,1,0,2,1,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,3,1,717,3,0,5,0,0,1,1,215.75,0
2,0,1,0,1,0,0,0,0,1,2,1,2,1,0,0,0,0,2,0,1,1,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,3,1,761,3,0,5,0,0,1,1,184.75,0
2,0,1,0,1,0,0,0,0,1,1,1,3,1,0,0,0,0,1,0,1,1,1,2,2,1,0,1,0,1,0,0,0,0,0,0,0,3,1,783,3,0,5,0,0,1,1,259.75,0
0,1,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19293,3,1,2,0,1,2,1,10976.5,0
0,0,2,0,0,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19450,3,1,2,0,1,2,1,9876.5,0
0,0,1,1,0,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19790,3,1,2,0,1,2,1,8466.5,0
2,3,2,1,0,0,1,2,4,1,1,0,1,3,1,0,0,0,1,0,1,1,1,1,2,0,0,0,1,0,1,0,0,1,1,0,0,2,4,3588,2,0,16,0,0,1,1,2476,0
0,0,1,0,1,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,20054,3,1,2,0,1,2,1,8559.25,0
0,0,1,0,0,1,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,20331,3,1,2,0,1,2,1,10092.75,0
0,0,1,0,0,0,1,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19023,3,1,2,0,1,2,1,11468.5,0
0,0,1,0,0,0,0,1,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,20214,3,1,2,0,1,2,1,11572.25,0
0,0,1,0,0,0,0,0,1,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19150,3,1,2,0,1,2,1,10928,0
0,0,1,0,0,0,0,0,0,1,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19385,3,1,2,0,1,2,1,8482.5,0
0,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19465,3,1,1,0,1,2,1,10570.25,0
0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,3,2,0,1,1,1,0,0,0,0,0,0,0,4,76,15512,4,0,1,0,0,1,0.813953488,1887,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,3,2,0,1,0,1,0,0,0,0,0,0,0,4,29,2700,4,0,1,0,0,1,0.805555556,828,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,4,3,0,2,0,2,0,0,1,0,0,0,0,4,25,1956,4,0,1,0,0,1,0.461538462,1059,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,2,0,1,0,1,0,0,0,0,0,0,0,3,27,27628,3,0,1,0,0,1,0.465517241,3770,0
1,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19941,3,1,2,0,1,2,1,9444.5,0
0,1,0,1,0,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19548,3,1,2,0,1,2,1,13462.25,0
0,0,1,1,0,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,20049,3,1,2,0,1,2,1,8810.5,0
0,0,0,2,0,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,20449,3,1,2,0,1,2,1,11325.75,0
0,0,0,1,1,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,20421,3,1,2,0,1,2,1,9039.25,0
0,0,0,1,0,1,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,20220,3,1,2,0,1,2,1,8665.5,0
0,0,0,1,0,0,1,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19479,3,1,2,0,1,2,1,13665.75,0
0,0,0,1,0,0,0,1,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19316,3,1,2,0,1,2,1,8986.25,0
0,0,0,1,0,0,0,0,1,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19435,3,1,2,0,1,2,1,9583.25,0
0,0,0,1,0,0,0,0,0,1,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,18644,3,1,2,0,1,2,1,11638.75,0
3,0,1,1,0,2,0,0,1,2,0,0,3,3,0,1,0,1,0,0,0,0,1,1,2,0,0,0,2,0,1,0,0,0,0,0,0,3,11,1552,3,0,10,1,1,2,1,451.5,1
0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3259,2,0,1,0,0,1,1,1267.75,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,39,86459,2,0,1,0,1,2,0.612244898,157777.25,0
0,0,0,0,1,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,18691,3,1,1,0,1,2,1,9120.75,0
1,0,0,0,1,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,18765,3,1,2,0,1,2,1,9770.75,0
0,1,0,0,1,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19564,3,1,2,0,1,2,1,9414.25,0
0,0,1,0,1,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,20428,3,1,2,0,1,2,1,9371,0
0,0,0,1,1,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,20542,3,1,2,0,1,2,1,11107,0
0,0,0,0,2,0,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19053,3,1,2,0,1,2,1,8710.5,0
0,0,0,0,1,1,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19722,3,1,2,0,1,2,1,10269.5,0
0,2,2,0,1,1,2,0,0,0,12,7,2,3,1,0,3,0,4,0,0,3,2,3,2,0,0,1,2,0,0,0,1,0,0,0,2,7,2,7,7,2,8,0,0,1,1,0,0
0,1,1,1,2,1,0,0,1,0,1,0,3,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,3,34,109732,3,0,7,1,2,3,1,46196.75,0
0,0,0,0,1,0,1,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19018,3,1,2,0,1,2,1,13557.5,0
0,0,0,0,1,0,0,1,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19725,3,1,2,0,1,2,1,10495.5,0
0,0,0,0,1,0,0,0,1,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,18562,3,1,2,0,1,2,1,8909.75,0
0,0,0,0,1,0,0,0,0,1,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,18537,3,1,2,0,1,2,1,10924.5,0
0,1,0,0,2,0,0,0,0,0,0,1,4,3,2,0,1,1,1,0,2,1,0,2,1,0,0,1,4,2,0,1,0,0,1,1,1,4,29,6153,4,1,3,0,0,1,1,0,0
0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19497,3,1,1,0,1,2,1,10720.25,0
1,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,18141,3,1,2,0,1,2,1,11218.25,0
1,1,0,0,0,1,0,0,0,0,1,1,4,0,1,0,1,2,3,0,0,1,3,2,2,1,0,1,2,0,0,0,0,0,0,0,0,4,1,24,4,0,3,0,0,1,1,11.5,0
1,1,0,0,0,1,0,0,0,0,1,1,4,0,1,0,1,1,3,0,0,1,3,2,2,1,1,1,2,0,0,0,0,1,0,0,0,4,2,32,4,0,3,0,0,1,1,25.25,0
1,0,1,0,0,1,0,0,0,0,1,1,4,0,1,0,1,2,3,0,0,1,3,2,2,1,0,1,2,0,0,0,0,0,0,0,0,4,1,24,4,0,3,0,0,1,1,8.5,0
1,0,1,0,0,1,0,0,0,0,1,1,4,0,1,0,1,1,3,0,0,1,3,2,2,1,1,1,2,0,0,0,0,1,0,0,0,4,2,34,4,0,3,0,0,1,1,47.25,0
1,0,0,1,0,1,0,0,0,0,1,1,4,0,1,0,1,2,3,0,0,1,3,2,2,1,0,1,2,0,0,0,0,0,0,0,0,4,1,6,4,0,3,0,0,1,1,8,0
1,0,0,1,0,1,0,0,0,0,1,1,4,0,1,0,1,1,3,0,0,1,3,2,2,1,1,1,2,0,0,0,0,1,0,0,0,4,2,18,4,0,3,0,0,1,1,37.5,0
1,0,0,0,1,1,0,0,0,0,1,1,4,0,1,0,1,2,3,0,0,1,3,2,2,1,0,1,2,0,0,0,0,0,0,0,0,4,1,2,4,0,3,0,0,1,1,9.25,0
1,0,0,0,1,1,0,0,0,0,1,1,4,0,1,0,1,1,3,0,0,1,3,2,2,1,1,1,2,0,0,0,0,1,0,0,0,4,2,38,4,0,3,0,0,1,1,32.5,0
1,0,0,0,0,2,0,0,0,0,1,1,4,0,1,0,1,2,3,0,0,1,3,2,2,1,0,1,2,0,0,0,0,0,0,0,0,4,1,19,4,0,3,0,0,1,1,7.5,0
1,0,0,0,0,2,0,0,0,0,1,1,4,0,1,0,1,1,3,0,0,1,3,2,2,1,1,1,2,0,0,0,0,1,0,0,0,4,2,32,4,0,3,0,0,1,1,25.75,0
1,0,0,0,0,1,1,0,0,0,1,1,4,0,1,0,1,2,3,0,0,1,3,2,2,1,0,1,2,0,0,0,0,0,0,0,0,4,1,11,4,0,3,0,0,1,1,3.25,0
1,0,0,0,0,1,1,0,0,0,1,1,4,0,1,0,1,1,3,0,0,1,3,2,2,1,1,1,2,0,0,0,0,1,0,0,0,4,2,29,4,0,3,0,0,1,1,19.75,0
1,0,0,0,0,1,0,1,0,0,1,1,4,0,1,0,1,2,3,0,0,1,3,2,2,1,0,1,2,0,0,0,0,0,0,0,0,4,1,1,4,0,3,0,0,1,1,7.75,0
1,0,0,0,0,1,0,1,0,0,1,1,4,0,1,0,1,1,3,0,0,1,3,2,2,1,1,1,2,0,0,0,0,1,0,0,0,4,2,24,4,0,3,0,0,1,1,48.75,0
1,0,0,0,0,1,0,0,1,0,1,1,4,0,1,0,1,2,3,0,0,1,3,2,2,1,0,1,2,0,0,0,0,0,0,0,0,4,1,2,4,0,3,0,0,1,1,2,0
1,0,0,0,0,1,0,0,1,0,1,1,4,0,1,0,1,1,3,0,0,1,3,2,2,1,1,1,2,0,0,0,0,1,0,0,0,4,2,42,4,0,3,0,0,1,1,36.25,0
0,1,0,0,0,1,1,0,0,0,2,0,2,5,1,0,1,1,1,0,1,1,1,2,0,2,0,0,2,1,0,0,0,0,1,0,1,4,43,48438,4,1,3,0,0,1,1,39492.5,0
0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,20217,3,1,1,0,1,2,1,8912.25,0
3,0,0,0,0,0,1,0,0,0,1,0,2,1,1,0,0,0,1,0,0,3,2,0,2,1,1,0,0,0,1,1,0,0,2,0,0,3,49,97073,3,0,4,0,3,4,0.897959184,33960.5,1
3,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,1,1,0,0,2,2,0,2,1,1,0,1,0,2,1,0,0,1,0,0,3,76,97012,3,0,4,0,2,3,1,43177,1
1,1,1,1,0,0,2,0,0,0,2,1,5,2,0,0,1,0,0,0,2,0,2,3,2,1,0,0,2,0,0,1,0,0,0,0,0,7,30,15158,7,0,6,1,0,1,1,0,1
0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19348,3,1,1,0,1,2,1,9366.75,0
0,1,3,1,0,1,0,2,0,0,0,0,3,3,2,0,0,1,1,0,0,3,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,4,34,11909,4,0,8,0,0,1,1,3961.5,0
1,2,0,0,1,0,1,2,0,0,0,0,3,3,2,0,1,1,1,0,2,1,0,2,1,0,0,0,4,2,0,0,0,0,0,0,1,4,28,51262,4,1,7,0,0,1,1,0,0
1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,1,0,2,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,3,29,8098,3,0,4,0,1,2,1,9222,0
0,1,0,0,0,0,0,1,1,0,1,0,3,3,2,1,1,1,1,0,3,2,0,2,1,0,0,0,4,3,0,0,0,0,0,1,1,4,29,54439,4,1,3,0,0,1,1,0,0
0,0,0,0,0,0,0,0,1,0,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,19694,3,1,1,0,1,2,1,10548.25,0
0,1,0,0,0,2,0,0,1,0,0,0,3,3,2,0,1,1,1,0,2,2,0,2,1,0,2,0,4,2,1,1,0,0,0,0,1,4,29,8045,4,1,4,0,0,1,1,0,0
0,1,0,0,0,1,0,0,1,0,0,0,4,4,2,0,2,2,1,0,2,2,0,2,1,0,1,0,4,2,0,0,0,0,0,0,1,4,29,15319,4,1,3,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,1,1,0,0,1,1,0,2,3,0,2,1,0,2,0,0,0,0,0,1,3,26,21015,3,1,1,0,1,2,1,9437.5,0
0,0,0,0,0,0,0,0,0,0,4,0,4,1,1,0,1,0,1,0,0,0,1,4,1,2,0,0,2,0,0,0,0,0,0,0,2,3,1,443,3,2,0,0,0,1,1,126.5,0
0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,1,2,4,2676,2,1,0,0,0,1,1,1123,0
0,0,0,0,0,0,0,0,1,2,2,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,1,2,4,21632,2,1,3,0,0,1,1,2589,0
0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,24291,2,0,3,0,2,3,1,31847.5,1
0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,40,1234,2,0,0,0,0,1,1,1447,0
1,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,2,1652,4,0,3,0,0,1,1,709.5,0
0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,3,1,0,0,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,4,2,370,4,0,0,0,0,1,1,140,0
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2,5,20832,2,0,0,0,0,1,1,6068.5,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,3,2,3157,3,0,0,0,0,1,1,1621.75,0
0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,2,33,5166,2,0,0,0,1,2,0.903846154,8765.5,0
1,0,0,1,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1364,2,0,2,0,0,1,1,339.75,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,3,2,2,0,1,0,0,0,0,1,2,2,61667,2,1,0,0,0,1,1,38529.5,0
1,0,0,1,0,0,1,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,476,3,0,3,0,0,1,1,949,0
0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,3,0,0,0,1,2,1,2,0,0,1,0,0,1,0,0,0,0,0,4,2,106,4,0,0,0,0,1,1,52,0
