1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,1,2,0,0,0,1,1,2,0,2,1,0,0,0,1,0,0,1,0,0,3,33,9229,3,0,0,0,1,2,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,2,0,1,0,1,1,2,0,2,1,1,0,0,1,0,0,0,0,0,3,15,190,3,0,0,0,1,2,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,2,0,0,0,2,1,2,1,2,1,0,0,0,1,0,0,0,0,0,3,38,357992,3,0,0,0,0,1,1,86861.5,0
0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,2,0,0,0,1,1,2,0,3,1,0,0,0,2,0,0,0,0,0,3,21,183,3,0,0,0,1,2,1,45672.25,0
0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,2,0,0,0,1,1,2,0,2,1,0,2,0,1,0,0,0,0,0,3,40,12125,3,0,0,0,2,3,1,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,2,0,0,0,1,1,2,0,2,1,0,0,0,2,0,0,0,0,0,3,31,375,3,0,1,0,1,2,1,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,2,4,1,0,0,4,0,2,0,0,0,1,0,1,2,41,547,2,1,0,0,0,1,1,91.75,0
0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,2,0,1,2,2,4,5,1,0,0,4,0,4,0,1,0,1,0,1,5,31,200,5,1,0,0,0,1,1,2.5,0
0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,3,0,3,0,0,0,0,2,1,1,0,1,2,3,0,1,0,0,0,0,1,3,16,116,3,1,0,0,0,1,0.933333333,23,1
0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,1,0,1,2,3,0,0,1,2,2,0,2,0,0,0,0,1,3,3,2839,3,1,0,0,0,1,0.933333333,5723,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0,1,0,1,2,2,1,0,1,2,2,0,2,0,0,0,0,1,3,3,4713,3,1,0,0,0,1,0.933333333,1610,0
0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,0,0,2,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,2,2,3822,2,0,0,0,0,1,1,949.25,0
0,0,0,0,0,0,0,0,0,0,2,1,3,0,3,1,1,1,3,0,0,1,1,1,1,0,0,2,5,3,0,0,0,0,1,0,1,2,8,710,2,1,0,0,0,1,1,256.5,1
0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1723,2,0,0,0,0,1,1,6078.25,0
0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,2,0,1,2,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,3,2,557,3,0,0,0,0,1,1,58.25,0
0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,2,1,0,4,0,0,2,2,1,3,0,0,2,4,2,0,1,0,1,0,1,0,4,16,1592,4,0,0,0,0,1,0.833333333,220,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,2,2,3720,2,0,0,0,0,1,1,980.25,0
0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1,2,0,0,1,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,3,9,14612,3,0,0,0,0,1,1,1884,0
0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,3,1,0,0,1,1,1,3,0,0,0,2,0,1,0,0,1,0,0,0,2,2,7550,2,0,0,0,0,1,1,3377.5,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1,0,0,1,1,2,2,0,0,0,1,0,1,0,0,0,0,0,0,2,2,894,2,0,0,0,0,1,1,577,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,5,4231,2,0,0,0,0,1,1,4005.75,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,2,9,7901,2,0,0,0,0,1,1,2718.75,0
0,0,0,0,0,0,0,0,0,0,2,0,2,3,1,1,0,0,1,0,0,3,0,4,3,0,0,1,1,2,0,0,1,0,0,0,0,3,1,1700,3,0,0,1,0,1,1,781,0
3,0,0,0,0,0,1,0,0,0,1,0,2,1,1,1,0,0,1,0,0,4,2,0,4,2,1,1,0,0,1,1,1,1,3,0,0,4,35,98432,4,0,4,0,3,4,1,27177.75,1
0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,2,0,0,0,0,0,0,0,2,55,3617,2,0,0,0,0,1,0.912280702,999.5,0
0,1,0,0,0,0,0,1,0,0,0,0,2,1,3,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,2,1,891,2,1,2,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,3,1,2,0,1,1,0,0,4,3,24627,4,0,0,1,0,1,1,10388.25,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,2,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,3,3,3435,3,0,0,1,0,1,1,5115,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,2,3,8241,2,0,0,0,0,1,1,1595.25,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,2,2,1,2,0,0,0,0,0,1,1,0,0,0,0,1,2,4,2607,2,1,0,0,1,2,1,843.25,0
3,0,0,0,0,0,1,0,0,0,1,0,2,1,1,1,1,0,3,0,0,4,2,1,3,1,1,1,0,0,1,2,0,0,2,0,1,4,42,94777,4,1,4,0,2,3,0.701754386,34902.75,1
0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,1,0,1,1,0,1,1,1,1,2,0,0,0,1,2,0,1,0,0,0,0,0,3,96,5722,3,0,0,0,1,2,1,919.75,0
0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,0,1,2,0,0,3,1,0,2,0,0,1,4,0,2,2,1,0,0,0,1,4,7,3528,4,1,0,0,1,2,1,766.5,0
0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0,2,0,0,1,2,2,1,0,1,0,1,2,1,1,0,0,0,0,0,3,8,2823,3,0,0,0,1,2,0.916666667,866.25,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,0,0,0,0,0,1,1,2,0,2,0,0,1,0,0,0,0,0,0,0,1,3,8,4724,3,1,0,0,0,1,1,7767.5,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,0,0,1,0,0,2,2,2,1,2,0,0,1,0,0,0,0,0,0,0,1,3,8,7856,3,1,0,0,0,1,1,2156.5,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0,1,0,0,1,1,2,0,3,0,0,1,0,0,0,0,0,0,0,1,3,8,2584,3,1,0,0,0,1,1,1194.5,0
1,1,0,0,0,0,0,1,0,0,2,1,2,1,2,2,1,1,1,0,0,0,1,3,1,0,0,1,1,1,0,0,0,1,0,0,0,3,16,18603,3,0,3,1,0,1,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,1,0,1,2,1,0,4,0,0,1,1,0,2,1,1,0,0,0,0,2,2,369,2,0,0,0,0,1,1,77.25,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,2,1,0,1,1,1,0,0,1,0,0,0,0,3,2,2840,3,0,0,0,0,1,1,167,0
0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1,0,0,0,1,1,2,0,0,0,2,3,0,0,0,0,0,0,0,2,11,4153,2,0,0,0,0,1,1,1061.5,1
0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,1,0,0,0,0,2,1,0,0,1,2,1,0,0,0,0,0,0,0,2,1,487,2,0,0,0,0,1,1,257,0
0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,1,0,0,1,1,1,1,1,3,3,1,0,2,1,0,2,0,0,0,0,0,2,3,3,54852,3,2,0,0,0,1,1,12887,0
0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,1,0,1,2,1,0,1,2,1,4,1,0,2,1,0,2,0,0,0,0,0,2,3,3,50994,3,2,0,0,0,1,1,24030,0
0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0,0,2,0,0,2,3,1,4,1,0,1,2,2,2,0,0,0,0,0,0,2,4,4,2,0,0,0,0,1,1,0,1
0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,1,0,0,2,0,0,1,1,0,2,0,0,2,0,0,1,0,0,0,0,0,0,2,23,10858,2,0,0,0,2,3,1,3574.25,0
0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,1,0,0,0,1,0,4,0,0,2,0,1,1,0,0,0,0,0,0,2,25,9482,2,0,0,0,2,3,1,2694.75,0
0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,2,2,0,1,0,1,1,1,2,3,1,0,0,0,1,1,0,0,0,0,0,2,2,6,147,2,2,0,0,0,1,1,132.5,1
0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,1,0,1,1,1,2,3,1,0,0,0,1,1,0,0,0,0,0,1,2,3,16329,2,1,0,0,0,1,1,3087.5,0
0,1,0,1,0,0,1,0,0,0,1,0,1,2,0,1,0,0,0,0,0,1,1,1,2,2,0,0,0,0,2,0,0,0,0,0,1,3,2,1181,3,1,3,0,0,1,1,207,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,0,2,95,14364,2,0,0,0,0,1,1,4646,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,5,2397,2,0,0,0,3,4,1,664,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,1,1,0,0,0,2,1,0,0,0,0,0,0,2,3,935,2,0,0,0,0,1,1,431.5,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,1,1,2,2,1,0,0,2,0,2,0,0,0,0,0,0,2,3,2121,2,0,0,0,0,1,1,1070.25,0
0,1,0,0,0,1,0,0,0,0,2,1,1,1,0,2,0,0,1,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,2,1,2129,2,1,2,0,0,1,1,1807,0
0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,2,3,1,1,0,0,1,0,2,0,0,0,0,0,0,0,2,9,723,2,0,0,0,0,1,0.80952381,180.5,1
0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,1,0,0,0,1,0,1,2,2,0,0,2,0,0,0,0,1,0,0,0,1,2,35,7214,2,1,0,1,1,2,0.6,2436.75,0
0,0,0,0,0,0,0,0,0,0,4,0,1,2,2,1,0,0,1,0,0,1,2,2,4,1,0,1,0,1,1,1,1,0,0,0,1,2,5,6246,2,1,0,0,0,1,0.733333333,1274.25,0
0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,1,0,0,2,0,0,0,1,1,3,0,0,2,2,2,1,1,0,0,0,0,1,3,5,5398,3,1,0,0,0,1,0.733333333,773.75,0
0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,1,0,0,1,0,1,1,0,0,0,1,0,3,0,1,1,0,0,1,1,1,0,2,1,620,2,0,0,0,0,1,1,275.25,0
0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,1,0,0,2,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,2,1,791,2,0,0,0,0,1,1,332.75,0
0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,1,0,0,0,0,0,1,1,3,0,0,1,0,0,2,0,0,0,1,0,0,2,1,156,2,0,0,0,0,1,1,153,0
0,0,0,0,0,0,0,0,0,0,1,1,3,4,2,1,1,1,2,0,1,1,1,5,3,0,0,2,0,1,1,1,1,0,0,0,1,3,5,5857,3,1,0,0,1,2,1,1528.25,0
0,0,0,0,0,0,0,0,0,0,3,0,1,0,5,1,0,1,3,0,0,1,4,3,2,1,0,3,0,1,0,1,1,0,0,0,3,2,16,58048,2,3,0,0,1,2,1,3885.75,0
0,0,0,0,0,0,0,0,0,0,3,0,1,0,5,2,0,0,3,0,0,1,4,3,2,1,0,3,0,1,0,1,1,0,0,0,3,2,16,58328,2,3,0,0,1,2,1,4052.75,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,0,0,1,0,1,0,2,2,2,0,0,2,3,1,0,0,1,0,0,0,1,2,5,2668,2,1,0,0,0,1,1,1308.75,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,2,2,3,0,0,2,0,1,1,0,0,0,1,0,1,2,56,696,2,1,0,0,0,1,1,145.75,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,2,0,1,0,1,2,4,0,0,2,3,3,1,0,0,0,0,0,1,2,4,23011,2,1,0,0,0,1,1,7811.25,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,2,2,0,0,2,3,1,0,0,0,0,0,0,0,2,3,14767,2,0,0,0,0,1,1,7515,0
2,1,0,0,0,0,0,0,0,0,2,0,1,0,4,1,0,1,1,0,0,1,4,1,2,0,0,2,0,1,0,1,1,0,0,0,2,2,5,28828,2,2,3,0,0,1,1,19960,0
2,1,0,0,0,0,0,0,0,0,2,0,1,0,4,2,0,0,1,0,0,1,4,1,2,0,0,2,0,1,0,1,1,0,0,0,2,2,5,136,2,2,3,0,0,1,1,15127.25,0
2,1,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,1,4,0,0,1,1,1,6,1,0,2,0,5,2,0,0,0,0,0,2,2,4,11377,2,2,3,0,0,1,1,3803.75,0
2,1,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,4,0,0,0,1,1,6,1,0,2,0,5,2,0,0,0,0,0,1,2,4,10959,2,1,3,0,0,1,1,9454.25,0
2,1,0,0,0,0,0,0,0,0,2,0,1,0,1,1,2,1,4,0,0,1,1,1,2,0,0,2,0,1,2,0,0,2,0,0,2,2,3,2792,2,2,3,0,0,1,1,1566.5,0
2,1,0,0,0,0,0,0,0,0,2,0,1,0,1,1,2,0,4,0,0,0,1,1,2,0,0,2,0,1,2,0,0,2,0,0,1,2,3,3234,2,1,3,0,0,1,1,3703.25,0
0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,1,0,0,0,0,1,0,1,2,4,0,2,1,1,1,0,0,0,0,0,0,3,2,1,88,2,3,0,0,0,1,1,35.25,0
0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,1,2,4,0,2,1,1,1,0,0,0,0,0,0,2,2,1,89,2,2,0,0,0,1,1,65.5,0
0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,1,2,5,0,2,2,1,2,0,0,0,0,0,0,3,2,2,182,2,3,0,0,0,1,1,65,0
0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,1,2,4,1,2,1,1,2,0,0,0,0,0,0,3,2,1,76,2,3,0,0,0,1,1,23.75,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,2,0,3,0,0,1,2,1,0,0,0,0,0,0,0,2,8,1590,2,0,0,0,4,5,1,793.5,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,3,1,0,0,1,1,0,1,0,1,0,1,0,0,2,1,1793,2,0,0,0,0,1,1,719.25,0
0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,0,2,0,1,1,1,1,3,0,0,1,1,0,2,0,0,0,0,0,0,3,30,15933,3,0,0,0,0,1,0.607843137,5916.5,0
0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,1,1,0,1,0,1,1,3,0,0,1,1,0,2,0,1,0,0,0,0,3,40,13127,3,0,0,0,1,2,1,5749.5,0
0,1,1,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,0,0,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,3,6,155076,3,0,2,0,0,1,1,110746.5,0
0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,2,9,3111,2,0,0,0,2,3,1,1155,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,1,0,0,0,1,1,2,1,2,0,0,2,1,0,0,0,0,1,0,0,2,1,1258,2,0,0,0,0,1,1,529.5,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,1,0,2,1,0,0,1,0,2,0,1,0,0,0,0,3,40,2771,3,0,0,0,1,2,0.7625,1954,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,3,1,3,0,0,1,1,0,0,1,0,0,0,0,0,2,2,1249,2,0,0,0,0,1,1,500.25,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,1,0,1,0,2,2,0,0,1,0,2,1,1,0,0,0,0,3,40,3303,3,0,0,0,1,2,1,31768.75,0
0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,2,0,0,2,0,0,1,2,3,4,0,0,1,2,4,1,1,0,0,0,0,0,4,93,1359,4,0,0,0,1,2,0.830882353,443.75,0
0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,2,0,0,0,2,1,1,2,0,0,0,0,1,0,0,0,0,0,1,2,22,116883,2,1,1,0,2,3,1,3191.25,1
0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,2,0,0,0,2,1,1,2,0,0,0,0,1,0,0,0,0,0,1,2,21,75370,2,1,1,0,1,2,0.970588235,5233.75,1
0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,2,0,0,0,2,1,1,2,0,0,0,0,1,0,0,0,0,0,0,2,30,162351,2,0,0,0,2,3,1,14980.5,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,1,0,1,0,1,0,2,0,0,1,1,0,2,1,0,1,0,0,0,3,13,1759,3,0,0,0,0,1,1,518.5,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,1,1,3,0,0,0,1,0,2,0,0,1,0,0,0,2,13,29260,2,0,0,0,0,1,1,16476.5,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,1,1,3,0,0,0,1,0,2,0,0,1,0,0,0,2,13,632,2,0,1,0,0,1,1,4924.75,1
0,0,0,0,0,0,0,0,0,0,3,3,2,1,3,1,2,0,2,0,0,2,1,1,2,0,0,0,0,0,0,0,1,1,0,0,1,3,11,20556,3,1,0,0,1,2,1,375,0
0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,0,1,0,2,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,18,5461,2,1,0,0,2,3,1,2381.25,0
0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2,1,2093,2,1,0,0,0,1,1,750.5,1
0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,341,2,0,3,0,0,1,1,175,0
0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,37,77126,2,0,0,1,0,1,0.813953488,21614.75,1
0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,1,0,2,0,0,0,2,2,3,1,0,1,0,0,0,0,0,1,0,0,0,4,26,62659,4,0,0,1,2,3,1,29311.5,1
0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,3,2,23458,3,0,0,0,0,1,1,13309.5,0
0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,1,1,0,0,0,2,2,2,0,0,0,0,1,0,1,0,0,0,1,0,4,2,810,4,0,0,0,0,1,1,419,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1487,2,0,0,0,1,2,1,317.5,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,32,2,0,0,0,0,1,1,18.75,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,3,36,20434,3,0,0,0,5,6,0.53125,11966.25,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,2,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,3,56,8182,3,0,1,0,1,2,0.609756098,1312.75,0
0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,33,1082,2,0,1,0,1,2,0.903846154,4510.75,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,32,5636,2,0,1,0,1,2,0.8,2451,0
0,1,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,1,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,2,161,2,0,1,0,0,1,1,58.25,0
0,1,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,2,115,2,0,1,0,0,1,1,28,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,32,6922,2,0,1,0,1,2,0.8,2524.5,0
1,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,15,233,2,0,2,1,0,1,0.80952381,41953.75,1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,32,6684,2,0,1,0,1,2,0.8,2975.5,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,32,6836,2,0,1,0,1,2,0.8,2483.5,0
0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,3,1,471,3,0,1,0,0,1,1,260.5,0
0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,2,0,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,2,848,3,0,0,0,0,1,1,160,0
0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,0,1,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,4,23438,2,0,0,0,0,1,1,4322,0
0,0,0,0,0,0,0,0,0,0,3,0,4,0,2,0,2,1,1,0,0,1,1,2,2,1,0,0,3,1,0,0,0,1,1,0,1,2,2,1871,2,1,0,0,0,1,1,1346.25,0
0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,1,1,1,0,3,3,6417,3,0,0,0,0,1,1,1813.5,0
1,0,0,1,0,0,1,0,0,0,3,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,3,2,7118,3,0,3,0,0,1,1,2486.5,0
0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,1,0,2,0,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,31,1396,2,0,0,1,0,1,0.851851852,4092.75,1
0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,1,0,4,0,0,3,2,1,2,1,0,1,0,1,1,0,0,1,1,0,0,3,2,5722,3,0,0,0,0,1,1,1457.75,0
0,0,0,0,0,0,0,0,0,0,4,0,2,1,3,1,1,0,4,0,0,3,2,1,2,1,0,1,0,1,1,0,0,1,1,0,0,3,2,1158,3,0,0,0,0,1,1,282.5,0
0,0,0,0,0,0,0,0,0,0,4,0,2,1,3,0,1,1,4,0,0,3,2,1,2,1,0,2,1,1,1,0,0,1,1,0,0,3,2,918,3,0,0,0,0,1,1,313,0
0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,1,0,1,1,0,1,2,1,1,0,0,0,0,3,0,0,1,0,1,0,1,2,2,274,2,1,0,0,0,1,1,253.5,0
0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,632,2,0,3,0,0,1,1,108,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,1,0,0,0,0,0,3,0,1,0,2,0,0,1,0,1,0,0,0,0,0,4,4,139822,4,0,0,0,1,2,1,62657.75,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,24,20896,2,0,0,0,2,3,0.690140845,27391.5,0
0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,1,2,0,3,0,0,0,0,1,0,1,0,0,0,0,0,2,2,112,2,0,0,0,0,1,1,41,0
0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,2,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,3,1199,3,0,0,0,0,1,1,309.25,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,3,0,1,0,2,1,1,2,0,0,0,0,0,0,0,4,2,6202,4,0,0,0,0,1,1,1385.5,0
0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0,1,0,0,3,1,47,3,0,0,0,0,1,1,15.75,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,2,0,1,1,2,0,0,1,0,0,0,0,0,0,0,3,1,839,3,0,0,0,0,1,1,538.25,0
0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,2,152,2,0,0,0,0,1,1,80,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,2,0,0,0,2,1,1,0,2,0,0,0,0,0,1,1,0,0,0,3,10,93750,3,0,0,0,1,2,1,25076.25,0
